ingredient	kind	rows	records	example_record	has_local_term	section
Titanium citrate	UNRESOLVED_CHEMICAL	1	1	CultureMech:009357	no	ingredients
Thioctic acid (lipoic acid)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009357	no	ingredients
8% (wt/vol) Na2CO3	UNRESOLVED_CHEMICAL	1	1	CultureMech:009357	no	ingredients
0.2 M Sodium citrate	UNRESOLVED_CHEMICAL	1	1	CultureMech:009357	no	ingredients
20% (wt/vol) TiCl3	UNRESOLVED_CHEMICAL	1	1	CultureMech:009357	no	ingredients
Resazurin (0.1% solution)	SOLUTION_NAME	1	1	CultureMech:009357	no	solutions
1M KOH solution	SOLUTION_NAME	1	1	CultureMech:009357	no	solutions
3-[N-morpho- lino] propanesulfonic acid (MOPS)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009075	no	ingredients
Triptone	UNRESOLVED_CHEMICAL	1	1	CultureMech:009651	no	ingredients
M17 broth (Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009417	no	ingredients
M17 medium (Scharlau)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008819	no	ingredients
Penicillin G (100,000 U/ml)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008142	no	ingredients
Bacto PPLO Broth w/o CV (Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008142	no	ingredients
Schneider's Drosophila medium (Invitorogen, Gibco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008142	no	ingredients
M2SGC medium	UNRESOLVED_CHEMICAL	1	1	CultureMech:009336	no	ingredients
CaCl2 solution (0.1 M)**	SOLUTION_NAME	1	1	CultureMech:008644	no	solutions
MgSO4 solution (1 M)**	SOLUTION_NAME	1	1	CultureMech:008644	no	solutions
10xM9 solution*	SOLUTION_NAME	1	1	CultureMech:008644	no	solutions
1M CaCl2	UNRESOLVED_CHEMICAL	1	1	CultureMech:009338	no	ingredients
20% glucose	UNRESOLVED_CHEMICAL	1	1	CultureMech:009338	no	ingredients
2% casamino acid	UNRESOLVED_CHEMICAL	1	1	CultureMech:009338	no	ingredients
x5 M9 salt (Sigma)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009338	no	ingredients
dimethyl sulfoxide (DMSO)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008631	no	ingredients
Phenanthrene solution	SOLUTION_NAME	1	1	CultureMech:008631	no	solutions
IPTG	UNRESOLVED_CHEMICAL	1	1	CultureMech:007009	no	ingredients
Cellulose (or Cellobiose)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008259	no	ingredients
β-Na2glycerophosphate· 5H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:008952	no	ingredients
Sodium acetate·6H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:008582	no	ingredients
7 Vitamins solution	SOLUTION_NAME	1	1	CultureMech:002906	no	solutions
Man-Rogosa-Sharpe (MRS) (Beijing Land Bridge Technology Co., Ltd. CM187)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009475	no	ingredients
Man-Rogosa-Sharpe (MRS) broth	UNRESOLVED_CHEMICAL	1	1	CultureMech:009057	no	ingredients
Difco Marine Agar 2216	UNRESOLVED_CHEMICAL	1	1	CultureMech:008852	no	ingredients
Marine Broth 2216 (BD--Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:007734	no	ingredients
Marine Broth 2216 (BD-Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:007874	no	ingredients
Marine Broth  (MB) 2216  (Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009390	no	ingredients
Glucose (50%)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008859	no	ingredients
50xPYE	UNRESOLVED_CHEMICAL	1	1	CultureMech:008859	no	ingredients
Riboflavin (0.2 mg/ml)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008859	no	ingredients
MARINE CLOSTRIDIUM MEDIUM (see Medium [M1272])	CROSS_REFERENCE	1	1	CultureMech:007806	no	solutions
Methanol solution (see below)	SOLUTION_NAME	1	1	CultureMech:003032	no	solutions
(NH4)6Mo7O4·4H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:009576	no	ingredients
Desicatted Ox-bile	UNRESOLVED_CHEMICAL	1	1	CultureMech:001249	no	ingredients
(-)-Chloramphenicol	UNRESOLVED_CHEMICAL	1	1	CultureMech:001249	no	ingredients
Tris-HC1 (pH 7.6)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008829	no	ingredients
Calf serum (Gibco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008829	no	ingredients
PPLO broth (Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008829	no	ingredients
NTA (sodium nitrilotriacetate)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009608	no	ingredients
Na2NPO4	UNRESOLVED_CHEMICAL	1	1	CultureMech:009608	no	ingredients
Double-distilled water	UNRESOLVED_CHEMICAL	1	1	CultureMech:009608	no	ingredients
FeCl3 solution (0.29 g/liter)	SOLUTION_NAME	1	1	CultureMech:009608	no	solutions
Medium D	UNRESOLVED_CHEMICAL	1	1	CultureMech:008830	no	ingredients
1M NaOH	UNRESOLVED_CHEMICAL	1	1	CultureMech:008830	no	ingredients
H2SO4 (concd)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008830	no	ingredients
0.25 N H2SO4	UNRESOLVED_CHEMICAL	1	1	CultureMech:008660	no	ingredients
Thiosulfate solution******	SOLUTION_NAME	1	1	CultureMech:008470	no	solutions
So(Sulfur Powder)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009122	no	ingredients
DI WATER	UNRESOLVED_CHEMICAL	1	1	CultureMech:009122	no	ingredients
Selenite-tungstate	UNRESOLVED_CHEMICAL	1	1	CultureMech:009122	no	ingredients
Vitamins (ATCC)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009122	no	ingredients
2m HCl	UNRESOLVED_CHEMICAL	1	1	CultureMech:009122	no	ingredients
NaHCO3 (1M solution)	SOLUTION_NAME	1	1	CultureMech:009122	no	solutions
Trace Elements (ATCC)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009122	no	solutions
Na2Mo4O4	UNRESOLVED_CHEMICAL	1	1	CultureMech:009565	no	ingredients
0.04% Phenol red	UNRESOLVED_CHEMICAL	1	1	CultureMech:008754	no	ingredients
Calcium solution*	SOLUTION_NAME	1	1	CultureMech:008754	no	solutions
Chelated Fe solution**	SOLUTION_NAME	1	1	CultureMech:008754	no	solutions
Dithionite (ca.)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008224	no	ingredients
Thiosulfate solution*****	SOLUTION_NAME	1	1	CultureMech:008635	no	solutions
NaHCO3 (3% (w/v))	UNRESOLVED_CHEMICAL	1	1	CultureMech:008480	no	ingredients
NaHCO3 solution (10% w/v)	SOLUTION_NAME	1	1	CultureMech:008530	no	solutions
Benzoate solution***	SOLUTION_NAME	1	1	CultureMech:008636	no	solutions
Bicarbobate solution****	SOLUTION_NAME	1	1	CultureMech:008636	no	solutions
0.001% Coenzyme M solution	SOLUTION_NAME	1	1	CultureMech:010405	no	solutions
RST trace elements (see below)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010405	no	solutions
Trace element SL-10*	UNRESOLVED_CHEMICAL	1	1	CultureMech:008566	no	solutions
Na2S·9H2O (neutralized)***	UNRESOLVED_CHEMICAL	1	1	CultureMech:008481	no	solutions
Fe(III) slurry solution***	SOLUTION_NAME	1	1	CultureMech:008642	no	solutions
FeCl3·6H2O solution	SOLUTION_NAME	1	1	CultureMech:008642	no	solutions
Tryptose-phosphate broth	UNRESOLVED_CHEMICAL	1	1	CultureMech:001032	no	ingredients
lipoprotein concentrate	UNRESOLVED_CHEMICAL	1	1	CultureMech:001032	no	ingredients
3-Chloroacrylic acid	UNRESOLVED_CHEMICAL	1	1	CultureMech:001570	no	ingredients
Benzothiazole	UNRESOLVED_CHEMICAL	1	1	CultureMech:001772	no	ingredients
Methanol-utilizing bacteria medium B	UNRESOLVED_CHEMICAL	1	1	CultureMech:002435	no	ingredients
LaCl3 x 7 H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:001092	no	ingredients
NdCl3 x 6 H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:001092	no	ingredients
PrCl3 x H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:001092	no	ingredients
MH agar	UNRESOLVED_CHEMICAL	1	1	CultureMech:009469	no	ingredients
Trace Mineral Supplement, Catalog No. MD-TMS	UNRESOLVED_CHEMICAL	1	1	CultureMech:009202	no	ingredients
Co-enzyme M (mercaptoethanesulfonic acid)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009202	no	ingredients
Co-enzyme M (mercaptoethanesulfonic acid) (100 X solution):	SOLUTION_NAME	1	1	CultureMech:009202	no	solutions
Bacto Middlebrook 7H10 agar (Difco 262710)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008914	no	ingredients
Bacto Middlebrook OADC enrichment	UNRESOLVED_CHEMICAL	1	1	CultureMech:008914	no	ingredients
Middlebrook 7H10 Agar (Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009413	no	ingredients
Middlebrook 7H10	UNRESOLVED_CHEMICAL	1	1	CultureMech:008980	no	ingredients
OADC enrichment*	UNRESOLVED_CHEMICAL	1	1	CultureMech:008525	no	solutions
OADC Enrichment (Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008990	no	ingredients
Middlebrook 7H11 solid medium	UNRESOLVED_CHEMICAL	1	1	CultureMech:008984	no	ingredients
Middlebrook 7H9 Broth Base	UNRESOLVED_CHEMICAL	1	1	CultureMech:008983	no	ingredients
4-(2-hydroxyethyl)-1-piperazineethanesulfonic acid	UNRESOLVED_CHEMICAL	1	1	CultureMech:001199	no	ingredients
2,4-Dichlorophenoxyacetic acid	UNRESOLVED_CHEMICAL	1	1	CultureMech:001555	no	ingredients
2-Chlorobenzoic acid	UNRESOLVED_CHEMICAL	1	1	CultureMech:001568	no	ingredients
3-Aminophenol	UNRESOLVED_CHEMICAL	1	1	CultureMech:001591	no	ingredients
2-chloro-4(ethylamino)-6-(isopropylamino)-1,3,5-triazine	UNRESOLVED_CHEMICAL	1	1	CultureMech:001594	no	ingredients
Cyanuric acid	UNRESOLVED_CHEMICAL	1	1	CultureMech:001592	no	ingredients
2-Nitrophenol	UNRESOLVED_CHEMICAL	1	1	CultureMech:001578	no	ingredients
Phenyl acetate	UNRESOLVED_CHEMICAL	1	1	CultureMech:001552	no	ingredients
Quinoline	UNRESOLVED_CHEMICAL	1	1	CultureMech:001576	no	ingredients
Salicylate	UNRESOLVED_CHEMICAL	1	1	CultureMech:001554	no	ingredients
6-methylnicotinate	UNRESOLVED_CHEMICAL	1	1	CultureMech:001593	no	ingredients
xylan (oat spelts)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008900	no	ingredients
pectin (apple)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008900	no	ingredients
pectin (citrus peel)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008900	no	ingredients
galatcomannan (Ceratonia siliqua)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008900	no	ingredients
mannan (Saccharomyces cerevisiae)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008900	no	ingredients
arabinan (sugar beet)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008900	no	ingredients
arabinogalactan (larch)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008900	no	ingredients
laminarin (brown algae)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008900	no	ingredients
chitin (shrimp shells)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008900	no	ingredients
alginate (brown algae)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008900	no	ingredients
Mg2SO4.7H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:008789	no	ingredients
Nicotine (Fluka)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009420	no	ingredients
0.1M HCl	UNRESOLVED_CHEMICAL	1	1	CultureMech:009420	no	ingredients
solution of Ca(NO3)2	SOLUTION_NAME	1	1	CultureMech:009388	no	solutions
heat-inactivated fetal bovine serum	UNRESOLVED_CHEMICAL	1	1	CultureMech:008873	no	ingredients
Concentrated hydrochloric acid	UNRESOLVED_CHEMICAL	1	1	CultureMech:009660	no	ingredients
Saturated CaCl2 solution	SOLUTION_NAME	1	1	CultureMech:009660	no	solutions
Saturated FeSO4 solution	SOLUTION_NAME	1	1	CultureMech:009660	no	solutions
Bauchop & Elsden solution	SOLUTION_NAME	1	1	CultureMech:009660	no	solutions
MJ synthetic seawater for MMJYP2 medium *	UNRESOLVED_CHEMICAL	1	1	CultureMech:008503	no	solutions
Balch's trace mineral solution**	SOLUTION_NAME	1	1	CultureMech:008503	no	solutions
Nickel(II) ammonium sulfate	UNRESOLVED_CHEMICAL	1	1	CultureMech:007034	no	ingredients
Agar Noble (Difco 0142) (if needed)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009056	no	ingredients
Trace Metals A-5 (see below)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009056	no	ingredients
Ager	UNRESOLVED_CHEMICAL	1	1	CultureMech:009700	no	ingredients
100 x Vitamin mixture	SOLUTION_NAME	1	1	CultureMech:003193	no	solutions
Starch from corn (SIGMA)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008383	no	ingredients
Casein sodium	UNRESOLVED_CHEMICAL	1	1	CultureMech:008383	no	ingredients
Cyanocobalamin**	UNRESOLVED_CHEMICAL	1	1	CultureMech:008383	no	solutions
Concentrated H2SO4	UNRESOLVED_CHEMICAL	1	1	CultureMech:009678	no	ingredients
Component I	UNRESOLVED_CHEMICAL	1	1	CultureMech:009183	no	ingredients
Component II	UNRESOLVED_CHEMICAL	1	1	CultureMech:009183	no	ingredients
Component III	UNRESOLVED_CHEMICAL	1	1	CultureMech:009183	no	ingredients
CO	UNRESOLVED_CHEMICAL	1	1	CultureMech:009619	no	ingredients
1.0 M MgSO4 solution	SOLUTION_NAME	1	1	CultureMech:009524	no	solutions
1.0% yeast extract solution	SOLUTION_NAME	1	1	CultureMech:009526	no	solutions
Probumin Universal Grade	UNRESOLVED_CHEMICAL	1	1	CultureMech:003244	no	ingredients
NaOAc	UNRESOLVED_CHEMICAL	1	1	CultureMech:008797	no	ingredients
Yeast dialysate	UNRESOLVED_CHEMICAL	1	1	CultureMech:008797	no	ingredients
GAM agar	UNRESOLVED_CHEMICAL	1	1	CultureMech:003001	yes	ingredients
GAM broth, modified (Nissui)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009699	no	ingredients
Sodium citrate tribasic dihydrate	UNRESOLVED_CHEMICAL	1	1	CultureMech:009628	no	ingredients
Trace salt solution (10x)	SOLUTION_NAME	1	1	CultureMech:009628	no	solutions
Vitamin solution (100x)	SOLUTION_NAME	1	1	CultureMech:009628	no	solutions
0.5% phenol red (Flow)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009423	no	ingredients
Fetal bovine serum (Flow), heat-inactivated	UNRESOLVED_CHEMICAL	1	1	CultureMech:009423	no	ingredients
PPLO broth base without crystal violet (Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009423	no	ingredients
Penicillin G (Parke, Davis & Co)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009423	no	ingredients
Bacto Agar (Difco, if needed)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008029	no	ingredients
calf thymus DNA (Sigma, Type I)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008029	no	ingredients
thallium acetate	UNRESOLVED_CHEMICAL	1	1	CultureMech:008029	no	ingredients
horse serum (heat inactivated, 56℃ for 30 minutes)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008029	no	ingredients
fresh yeast extract (25% solution)	SOLUTION_NAME	1	1	CultureMech:008029	no	solutions
0.5% Phenol red (Flow)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008811	no	ingredients
heat-inactivated horse serum	UNRESOLVED_CHEMICAL	1	1	CultureMech:008811	no	ingredients
PPLO broth base without crystal violet (Difco）	UNRESOLVED_CHEMICAL	1	1	CultureMech:008811	no	ingredients
Penicillin G (Parke)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008811	no	ingredients
Agar (BD)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008833	no	ingredients
Supplement A	UNRESOLVED_CHEMICAL	1	1	CultureMech:008991	no	ingredients
Sterile Rabbit Serum	UNRESOLVED_CHEMICAL	1	1	CultureMech:008991	no	ingredients
0.05% Hemin solution	SOLUTION_NAME	1	1	CultureMech:008991	no	solutions
N-2-hydroxy- ethylpiperazine-N'-2-ethanesulfonic acid [HEPES; pH 7.2])	UNRESOLVED_CHEMICAL	1	1	CultureMech:009490	no	ingredients
1.0 M MgSO4.7H2O (May and Baker)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008804	no	ingredients
Ascorbic acid (Sigma)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008804	no	ingredients
β-Disodium glycerophosphate (grade II, Sigma)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008804	no	ingredients
Polypeptone (BBL)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008804	no	ingredients
Phytone peptone (BBL)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008804	no	ingredients
0.1 M Tris/HCl (pH7.5)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008747	no	ingredients
CuCl2⋅4H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:008747	no	ingredients
Thiamine-HCl⋅H2O (Vitamin B1)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008747	no	ingredients
Modified trace minerals (see below)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009533	no	ingredients
Modified trace vitamins solution* (see below)	SOLUTION_NAME	1	1	CultureMech:009533	no	solutions
Fe NTA solution (see below)	SOLUTION_NAME	1	1	CultureMech:009533	no	solutions
Phytone peptone (BD-Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:007881	no	ingredients
Potassium Phosphate monobasic crystal	UNRESOLVED_CHEMICAL	1	1	CultureMech:008678	no	ingredients
Amonium phosphate-dibasic	UNRESOLVED_CHEMICAL	1	1	CultureMech:008678	no	ingredients
FeCl3 (1% aqueous solution)	SOLUTION_NAME	1	1	CultureMech:008678	no	solutions
6N HCl	UNRESOLVED_CHEMICAL	1	1	CultureMech:009129	no	ingredients
FeSO4(NH4)2SO4.6H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:009129	no	ingredients
Tri-ammonium citrate	UNRESOLVED_CHEMICAL	1	1	CultureMech:009331	no	ingredients
NH4-tartrate	UNRESOLVED_CHEMICAL	1	1	CultureMech:008440	no	ingredients
Fe-citrate 1.0 % solution	SOLUTION_NAME	1	1	CultureMech:008440	no	solutions
ZnSO4 0.2 % solution	SOLUTION_NAME	1	1	CultureMech:008440	no	solutions
Morpholinoethanesulfonic acid (MES)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009620	no	ingredients
RibofIavin	UNRESOLVED_CHEMICAL	1	1	CultureMech:009620	no	ingredients
4% cysteine-sulfide solution	SOLUTION_NAME	1	1	CultureMech:009620	no	solutions
Mineral stock solution	SOLUTION_NAME	1	1	CultureMech:009620	no	solutions
Vitamin stock solution	SOLUTION_NAME	1	1	CultureMech:009620	no	solutions
Trace metal stock solution	SOLUTION_NAME	1	1	CultureMech:009620	no	solutions
Vitamin solution (see Medium [M940])	CROSS_REFERENCE	1	1	CultureMech:009529	no	solutions
Trace element solution SL-10B*	SOLUTION_NAME	1	1	CultureMech:008358	no	solutions
Inactivated horse serum (Hyclone)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009422	no	ingredients
Thallium acetate	UNRESOLVED_CHEMICAL	1	1	CultureMech:009422	no	ingredients
Na2 beta-glycerol PO4 x 5 H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:000367	no	ingredients
Resazurin (0.025%)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009140	no	ingredients
vitamin B12 solution	SOLUTION_NAME	1	1	CultureMech:002318	no	solutions
Tris (hydroxymethyl aminomethane) 3.00 g	UNRESOLVED_CHEMICAL	1	1	CultureMech:009251	no	ingredients
Mineral solution I (see Medium [M1210])	CROSS_REFERENCE	1	1	CultureMech:009545	no	solutions
Mineral solution II (see Medium [M1210])	CROSS_REFERENCE	1	1	CultureMech:009545	no	solutions
VFA mix (see Medium [M1210])	CROSS_REFERENCE	1	1	CultureMech:009545	no	solutions
Hemin solution (see Medium [M1210])	CROSS_REFERENCE	1	1	CultureMech:009545	no	solutions
Vitamin solution I (see Medium [M1210])	CROSS_REFERENCE	1	1	CultureMech:009545	no	solutions
Vitamin solution II (see Medium [M1210])	CROSS_REFERENCE	1	1	CultureMech:009545	no	solutions
Micronutrients	UNRESOLVED_CHEMICAL	1	1	CultureMech:009501	no	ingredients
(NH4)6(MO7)24	UNRESOLVED_CHEMICAL	1	1	CultureMech:009501	no	ingredients
Apple Juice	UNRESOLVED_CHEMICAL	1	1	CultureMech:009564	no	ingredients
MRS agar (Oxoid)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009471	no	ingredients
‘Lab-Lemco’ powder	UNRESOLVED_CHEMICAL	1	1	CultureMech:009005	no	ingredients
L-cysteine (Sigma)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009344	no	ingredients
MRS broth (Criterion)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009344	no	ingredients
MRS medium (Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009064	no	ingredients
MRS medium	UNRESOLVED_CHEMICAL	1	1	CultureMech:002293	no	ingredients
Tomato Juice (filtered)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008568	no	ingredients
Lactobacillus MRS broth	UNRESOLVED_CHEMICAL	1	1	CultureMech:002859	no	ingredients
Trace Mineral Supplement, ATCC MD-TMS	UNRESOLVED_CHEMICAL	1	1	CultureMech:009199	no	ingredients
Co-enzyme M (mercaptoethanesulfonic acid) Solution (100 X solution)	SOLUTION_NAME	1	1	CultureMech:009199	no	solutions
MnCl3·4H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:009572	no	ingredients
L-glutamic acid monosodium salt monohydrate	UNRESOLVED_CHEMICAL	1	1	CultureMech:009572	no	ingredients
Mueller Hinton II agar	UNRESOLVED_CHEMICAL	1	1	CultureMech:002855	yes	ingredients
Mueller Hinton Broth (BD 211443)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009151	no	ingredients
Mueller Hinton (MH) agar	UNRESOLVED_CHEMICAL	1	1	CultureMech:009472	no	ingredients
Mueller–Hinton (MH) broth	UNRESOLVED_CHEMICAL	1	1	CultureMech:009468	no	ingredients
Yeast extract solution (15%)	SOLUTION_NAME	1	1	CultureMech:008815	no	solutions
15% Yeast Extract Solution (Gibco 0689)	SOLUTION_NAME	1	1	CultureMech:008194	no	solutions
Sodium crotonate	UNRESOLVED_CHEMICAL	1	1	CultureMech:002451	no	ingredients
Agar (If needed)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008643	no	ingredients
yeast nitrogen base (BD Difco, Franklin Lakes, NJ, USA)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009384	no	ingredients
casamino acid (BD Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009384	no	ingredients
Hipolypeptone*	UNRESOLVED_CHEMICAL	1	1	CultureMech:008750	no	solutions
Purified Agar (e.g., Oxoid L28)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008446	no	ingredients
HCl (concentrated)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008446	no	ingredients
Ferric ammonium citrate***	UNRESOLVED_CHEMICAL	1	1	CultureMech:008446	no	solutions
H2SO4 (conc.)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008824	no	ingredients
Fe(III)-EDTA (0.66% [wt/vol] in water)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008840	no	ingredients
0.1 M HCl	UNRESOLVED_CHEMICAL	1	1	CultureMech:009587	no	ingredients
NiCl3.6H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:009587	no	ingredients
CrCl3.6H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:009587	no	ingredients
Fructose solution	SOLUTION_NAME	1	1	CultureMech:009587	no	solutions
Phenol red 0.5% (see below)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008956	no	ingredients
HCl(conc)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008956	no	ingredients
6N NaOH	UNRESOLVED_CHEMICAL	1	1	CultureMech:008956	no	ingredients
0.5 M K2CO3 Solution	SOLUTION_NAME	1	1	CultureMech:008956	no	solutions
Ferric (III) ammonium citrate*	UNRESOLVED_CHEMICAL	1	1	CultureMech:008956	no	solutions
NaHCO3*	UNRESOLVED_CHEMICAL	1	1	CultureMech:008714	no	solutions
Fe·EDTA	UNRESOLVED_CHEMICAL	1	1	CultureMech:008567	no	ingredients
Nutrient agar (see Medium [M65])	CROSS_REFERENCE	1	1	CultureMech:007712	no	solutions
Bacto Nutrient Broth (Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008239	no	ingredients
Na2CO3 (anhydrous)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008325	no	ingredients
Sodium-sesquicarbonate solution*	SOLUTION_NAME	1	1	CultureMech:008325	no	solutions
Nutrient broth (NB) (Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008787	no	ingredients
Peptone from gelatine	UNRESOLVED_CHEMICAL	1	1	CultureMech:009430	no	ingredients
chloramphenicol (if needed)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009479	no	ingredients
kanamycin (if needed)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009479	no	ingredients
gentamicin (if needed)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009479	no	ingredients
(NH2)2CO	UNRESOLVED_CHEMICAL	1	1	CultureMech:009479	no	ingredients
CaCO3 (reagent grade)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008078	no	ingredients
NZ amine	UNRESOLVED_CHEMICAL	1	1	CultureMech:009401	no	ingredients
Oatmeal (powder, Quaker White Oats)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008062	no	ingredients
Na2MoO4 x2H2O (1 mg/ml)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009237	no	ingredients
MnCl2 x4H2O (10 mg/ml)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009237	no	ingredients
ZnSO4 x7H2O (10 mg/ml)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009237	no	ingredients
CuCl2 x2H2O (10 mg/ml)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009237	no	ingredients
CoSO4 x7H2O (1 mg/ml)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009237	no	ingredients
Na2B4O7 x 10 H2O (25 mg/ml)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009237	no	ingredients
VOSO4 x5H2O (1 mg/ml)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009237	no	ingredients
Distilled H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:009237	no	ingredients
Na2Sx6H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:009237	no	ingredients
LiCl/Na2WO4/NaSeO3/Ni(NH4)2(SO4) (1 mg/ml each)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009237	no	ingredients
NaSeO3	UNRESOLVED_CHEMICAL	1	1	CultureMech:009237	no	ingredients
Ni(NH4)2(SO4)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009237	no	ingredients
Wolfe's Vitamin Solution (1,000X_x0008_)	SOLUTION_NAME	1	1	CultureMech:009237	no	solutions
